@relation 'fin_table-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,7,8,9,10,6'

@attribute crop numeric
@attribute state {Orissa,'Andhra Pradesh',Rajasthan,Chhattisgarh,Gujarat,Haryana,'Madhya Pradesh','Tamil Nadu','Uttar Pradesh','Himachal Pradesh',Uttarakhand,Punjab,'Telangana ','Arunachal Pradesh','Jammu and Kashmir ',Kerala,Meghalaya}
@attribute district numeric
@attribute season numeric
@attribute year numeric
@attribute total_cost numeric
@attribute temp numeric
@attribute rainfall numeric
@attribute yield_ton_hect numeric

@data
8,'Uttar Pradesh',158,1,2014,53863.106,22.7575,136,1.39079
8,'Uttar Pradesh',185,1,2014,54410.018,22.7575,136,1.39139
5,'Madhya Pradesh',68,1,2013,25748.141,23.0075,271.33,1.39296
8,'Uttar Pradesh',206,1,2013,39061.849,23.0075,162.93,1.3931
2,'Madhya Pradesh',65,1,2013,28949.7,23.0075,271.33,1.3948
5,'Madhya Pradesh',78,1,2013,25746.273,23.0075,271.33,1.39504
5,Orissa,126,0,2014,59255.5,15.065,10.9,1.39695
9,Uttarakhand,211,1,2013,21800.8,23.0075,228.3,1.39836
5,Orissa,128,1,2013,47374.9,23.0075,308.5,1.39859
5,'Andhra Pradesh',218,1,2012,81695.3,22.51,207.4,1.39883
5,'Andhra Pradesh',14,1,2012,81695.3,22.51,207.4,1.39891
6,'Andhra Pradesh',11,1,2012,21185.45,22.51,207.4,1.39895
2,Gujarat,42,1,2012,34388.4,22.51,169.85,1.4
2,Orissa,238,0,2014,17551.138,15.065,10.9,1.4
2,Orissa,119,2,2014,35473.168,23.8,313.95,1.4
20,Uttarakhand,210,0,2012,85421.725,14.92,23.58,1.40287
8,'Uttar Pradesh',203,1,2013,39204.505,23.0075,162.93,1.40348
2,'Uttar Pradesh',193,1,2014,28770.5,22.7575,136,1.40408
5,'Andhra Pradesh',3,1,2012,81695.3,22.51,207.4,1.40426
10,'Madhya Pradesh',78,0,2013,28134.6,15.305,10.93,1.40433
5,'Madhya Pradesh',68,1,2012,34305.476,22.51,244.2,1.40437
20,'Madhya Pradesh',99,1,2014,37641.625,22.7575,187,1.40453
5,'Tamil Nadu',137,1,2013,73352,23.0075,98.7,1.40484
5,Orissa,124,2,2012,50958.9,23.675,288.33,1.40504
5,'Madhya Pradesh',79,1,2012,23117.912,22.51,244.2,1.40554
2,Uttarakhand,209,1,2013,85421.725,23.0075,228.3,1.40559
2,Orissa,133,1,2012,33840.946,22.51,262.43,1.40565
7,'Madhya Pradesh',92,1,2013,0,23.0075,271.33,1.4057
5,Gujarat,42,2,2012,48014.6,23.675,176.68,1.40625
11,Orissa,127,2,2014,20366.346,23.8,313.95,1.40698
8,'Uttar Pradesh',174,1,2014,19379.654,22.7575,136,1.40712
8,'Madhya Pradesh',66,1,2014,28541.2,22.7575,187,1.40741
10,'Uttar Pradesh',158,0,2013,26099.3,15.305,17.38,1.40898
2,'Madhya Pradesh',109,1,2013,28949.7,23.0075,271.33,1.4097
4,'Uttar Pradesh',191,2,2012,16340.7,23.675,143.28,1.41198
4,'Uttar Pradesh',175,2,2012,16340.7,23.675,143.28,1.41235
2,'Madhya Pradesh',67,1,2012,28675.5,22.51,244.2,1.41285
6,'Uttar Pradesh',183,1,2013,28966.2,23.0075,162.93,1.41367
5,Orissa,1,2,2014,59255.5,23.8,313.95,1.41398
5,Chhattisgarh,23,1,2012,25464.623,22.51,284.48,1.41667
19,'Uttar Pradesh',253,2,2014,77081.462,23.8,129.28,1.41667
5,'Andhra Pradesh',11,0,2014,53753.9,15.065,4.28,1.41698
16,'Uttar Pradesh',185,0,2013,39658.1,15.305,17.38,1.41853
5,Orissa,131,2,2014,59255.5,23.8,313.95,1.42
2,Uttarakhand,209,1,2012,87506.407,22.51,257.98,1.42118
11,Uttarakhand,209,0,2012,36049.6,14.92,23.58,1.42201
8,'Madhya Pradesh',67,0,2014,28541.2,15.065,20.1,1.42424
2,'Uttar Pradesh',200,1,2012,31987.3,22.51,138.83,1.425
2,'Uttar Pradesh',196,1,2012,31987.3,22.51,138.83,1.42566
9,'Andhra Pradesh',218,0,2013,57800.7,15.305,8.65,1.42593
6,'Uttar Pradesh',163,1,2013,28966.2,23.0075,162.93,1.42628
9,Uttarakhand,209,1,2012,39426.1,22.51,257.98,1.42664
16,'Madhya Pradesh',74,0,2012,32520.6,14.92,1.55,1.42857
5,'Madhya Pradesh',81,1,2013,24689.364,23.0075,271.33,1.42857
19,'Uttar Pradesh',200,2,2014,77081.462,23.8,129.28,1.42857
11,'Arunachal Pradesh',19,0,2013,20301.165,15.305,47.18,1.42901
10,Gujarat,47,0,2012,25220.003,14.92,0.03,1.42991
2,'Madhya Pradesh',78,1,2014,34791.8,22.7575,187,1.43084
8,'Uttar Pradesh',162,1,2013,53691.48,23.0075,162.93,1.43137
8,'Uttar Pradesh',193,1,2013,38154.538,23.0075,162.93,1.43182
5,'Uttar Pradesh',198,1,2014,105555.451,22.7575,136,1.43182
16,'Uttar Pradesh',155,0,2014,41477.3,15.065,24.25,1.4319
20,Uttarakhand,215,0,2013,132762.174,15.305,71.78,1.4319
8,'Uttar Pradesh',163,1,2013,53456.435,23.0075,162.93,1.43443
11,Uttarakhand,210,0,2013,32226.7,15.305,71.78,1.43489
6,'Uttar Pradesh',165,1,2013,28966.2,23.0075,162.93,1.43542
20,'Madhya Pradesh',94,1,2012,41609.378,22.51,244.2,1.43624
7,'Madhya Pradesh',75,1,2012,41431.8,22.51,244.2,1.43722
9,'Andhra Pradesh',218,0,2014,30225.377,15.065,4.28,1.4375
10,'Madhya Pradesh',98,0,2013,28134.6,15.305,10.93,1.43787
6,Haryana,52,1,2013,35288.7,23.0075,78.03,1.43802
2,Orissa,122,2,2013,21659.099,23.605,278.9,1.44
5,'Madhya Pradesh',85,1,2013,25545.322,23.0075,271.33,1.44068
10,Gujarat,45,0,2012,25220.003,14.92,0.03,1.44156
11,Orissa,122,2,2012,23694.483,23.675,288.33,1.44167
11,Orissa,127,2,2012,21749.258,23.675,288.33,1.44341
7,'Madhya Pradesh',90,1,2013,0,23.0075,271.33,1.44343
8,'Uttar Pradesh',204,1,2013,38344.24,23.0075,162.93,1.44504
11,Orissa,129,2,2012,22772.127,23.675,288.33,1.44545
2,Orissa,122,1,2014,25855.227,22.7575,318.85,1.44595
8,'Madhya Pradesh',79,1,2013,22944.2,23.0075,271.33,1.44614
16,'Uttar Pradesh',175,0,2012,31253,14.92,6.4,1.44767
2,'Madhya Pradesh',77,1,2014,34791.8,22.7575,187,1.44914
2,'Uttar Pradesh',201,1,2012,31987.3,22.51,138.83,1.45
16,'Uttar Pradesh',158,0,2012,31253,14.92,6.4,1.45047
2,'Uttar Pradesh',197,1,2012,31987.3,22.51,138.83,1.45068
16,'Uttar Pradesh',158,0,2013,39658.1,15.305,17.38,1.45169
10,Gujarat,48,0,2012,24506.358,14.92,0.03,1.4537
20,'Madhya Pradesh',91,1,2014,33903.745,22.7575,187,1.45455
2,'Uttar Pradesh',189,1,2013,36670.8,23.0075,162.93,1.45461
16,'Madhya Pradesh',97,0,2014,34489.1,15.065,20.1,1.45464
16,'Uttar Pradesh',156,0,2014,41477.3,15.065,24.25,1.45502
2,Orissa,125,2,2014,28851.944,23.8,313.95,1.45556
5,'Uttar Pradesh',180,1,2012,35515.928,22.51,138.83,1.45593
2,'Madhya Pradesh',68,1,2012,28675.5,22.51,244.2,1.45603
5,'Uttar Pradesh',165,1,2013,42125.31,23.0075,162.93,1.45636
5,Chhattisgarh,26,1,2012,25735.775,22.51,284.48,1.45645
8,'Madhya Pradesh',68,1,2013,22944.2,23.0075,271.33,1.45704
2,'Uttar Pradesh',207,1,2012,31987.3,22.51,138.83,1.45794
2,'Uttar Pradesh',183,1,2012,31987.3,22.51,138.83,1.45799
2,'Uttar Pradesh',168,1,2012,31987.3,22.51,138.83,1.45833
9,Uttarakhand,210,1,2012,39426.1,22.51,257.98,1.45852
5,'Uttar Pradesh',198,1,2013,24766.779,23.0075,162.93,1.45868
2,'Uttar Pradesh',178,1,2012,31987.3,22.51,138.83,1.45904
5,'Madhya Pradesh',101,1,2012,41652.95,22.51,244.2,1.46089
10,Gujarat,39,0,2012,29891.671,14.92,0.03,1.46154
8,'Uttar Pradesh',159,1,2013,39530.759,23.0075,162.93,1.46154
5,'Andhra Pradesh',11,1,2014,53753.9,22.7575,167.43,1.46305
5,'Uttar Pradesh',180,1,2013,43693.425,23.0075,162.93,1.46308
2,Uttarakhand,212,1,2012,86715.312,22.51,257.98,1.46323
7,'Telangana ',4,1,2012,20212.93,22.51,204.05,1.4647
8,'Tamil Nadu',239,0,2012,21895.3,14.92,4.9,1.46667
16,Haryana,223,0,2013,46389.7,15.305,20.18,1.46724
10,'Andhra Pradesh',10,0,2012,37350.5,14.92,10.08,1.468
11,Uttarakhand,210,0,2012,36049.6,14.92,23.58,1.46878
9,Uttarakhand,215,1,2013,21800.8,23.0075,228.3,1.46952
10,'Uttar Pradesh',188,0,2013,26099.3,15.305,17.38,1.46992
2,'Madhya Pradesh',100,1,2013,28949.7,23.0075,271.33,1.47017
10,'Madhya Pradesh',69,0,2013,28134.6,15.305,10.93,1.4713
4,'Andhra Pradesh',6,0,2013,31951.6,15.305,8.65,1.47141
6,'Uttar Pradesh',162,1,2012,25507.8,22.51,138.83,1.47229
5,'Uttar Pradesh',202,1,2014,105555.451,22.7575,136,1.47291
6,'Uttar Pradesh',159,1,2012,25507.8,22.51,138.83,1.47293
8,'Madhya Pradesh',74,1,2012,20141.2,22.51,244.2,1.47414
5,Orissa,119,2,2013,47374.9,23.605,278.9,1.475
6,'Uttar Pradesh',193,1,2012,25507.8,22.51,138.83,1.475
6,'Madhya Pradesh',85,1,2012,37735.037,22.51,244.2,1.47619
8,'Madhya Pradesh',95,1,2014,28541.2,22.7575,187,1.47727
11,Orissa,121,2,2012,24495.571,23.675,288.33,1.47778
16,'Uttar Pradesh',253,0,2013,39658.1,15.305,17.38,1.47801
9,Uttarakhand,213,1,2012,39426.1,22.51,257.98,1.48174
5,Orissa,122,2,2013,47374.9,23.605,278.9,1.48216
16,'Uttar Pradesh',175,0,2014,41477.3,15.065,24.25,1.48287
20,'Jammu and Kashmir ',58,0,2014,16761.101,15.065,73.8,1.48312
8,'Uttar Pradesh',255,1,2014,38374.853,22.7575,136,1.48459
9,Uttarakhand,215,1,2012,39426.1,22.51,257.98,1.48467
8,'Madhya Pradesh',106,1,2013,22944.2,23.0075,271.33,1.48593
8,'Telangana ',9,1,2012,20214.316,22.51,204.05,1.488
5,Orissa,124,2,2014,59255.5,23.8,313.95,1.48899
5,'Madhya Pradesh',110,1,2014,30320.764,22.7575,187,1.48957
11,Orissa,127,2,2013,22096.133,23.605,278.9,1.49091
8,Gujarat,44,0,2012,22123.681,14.92,0.03,1.49091
5,'Madhya Pradesh',95,1,2014,38180.047,22.7575,187,1.49123
9,'Andhra Pradesh',2,0,2013,57800.7,15.305,8.65,1.49148
16,'Uttar Pradesh',252,0,2014,41477.3,15.065,24.25,1.49159
16,'Uttar Pradesh',194,0,2014,41477.3,15.065,24.25,1.49179
16,'Uttar Pradesh',176,0,2014,41477.3,15.065,24.25,1.49226
5,'Madhya Pradesh',96,1,2013,16891.331,23.0075,271.33,1.49553
11,'Madhya Pradesh',81,0,2013,37504.7,15.305,10.93,1.4971
5,'Madhya Pradesh',66,1,2013,28740.955,23.0075,271.33,1.49713
5,Orissa,124,2,2013,47374.9,23.605,278.9,1.49796
20,'Uttar Pradesh',195,0,2013,41337.9,15.305,17.38,1.49889
20,'Uttar Pradesh',204,0,2013,41337.9,15.305,17.38,1.49899
5,Orissa,130,1,2013,47374.9,23.0075,308.5,1.5
2,Gujarat,32,1,2012,34388.4,22.51,169.85,1.5
2,Gujarat,43,1,2012,34388.4,22.51,169.85,1.5
5,Gujarat,34,1,2012,48014.6,22.51,169.85,1.5
5,Gujarat,36,1,2012,48014.6,22.51,169.85,1.5
5,Gujarat,38,1,2012,48014.6,22.51,169.85,1.5
7,Gujarat,34,1,2012,54769.4,22.51,169.85,1.5
2,Gujarat,43,0,2012,34388.4,14.92,0.03,1.5
16,Gujarat,40,0,2012,30352.1,14.92,0.03,1.5
16,Gujarat,42,0,2012,30352.1,14.92,0.03,1.5
16,Gujarat,48,0,2012,30352.1,14.92,0.03,1.5
8,'Madhya Pradesh',90,0,2012,20141.2,14.92,1.55,1.5
16,'Madhya Pradesh',101,0,2012,32520.6,14.92,1.55,1.5
16,'Madhya Pradesh',74,0,2013,32182.5,15.305,10.93,1.5
8,'Tamil Nadu',151,0,2012,21895.3,14.92,4.9,1.5
10,'Uttar Pradesh',192,0,2012,30678.6,14.92,6.4,1.5
2,'Uttar Pradesh',177,2,2012,31987.3,23.675,143.28,1.5
6,'Uttar Pradesh',190,1,2013,28966.2,23.0075,162.93,1.5
2,'Himachal Pradesh',177,2,2012,31987.3,23.675,171.58,1.5
2,Orissa,128,2,2012,32185.784,23.675,288.33,1.5
9,Orissa,124,0,2014,25349.206,15.065,10.9,1.5
2,Orissa,120,2,2014,38900.913,23.8,313.95,1.5
11,'Arunachal Pradesh',18,0,2013,20210.833,15.305,47.18,1.5
7,Chhattisgarh,24,1,2012,25641.838,22.51,284.48,1.5
5,'Madhya Pradesh',81,1,2012,29828.331,22.51,244.2,1.5
6,'Madhya Pradesh',108,1,2012,38096.965,22.51,244.2,1.5
6,'Madhya Pradesh',77,1,2013,16736.833,23.0075,271.33,1.5
20,'Madhya Pradesh',87,1,2013,30064.692,23.0075,271.33,1.5
5,'Madhya Pradesh',83,1,2014,36792.005,22.7575,187,1.5
5,'Madhya Pradesh',106,1,2014,32114.531,22.7575,187,1.5
19,'Uttar Pradesh',155,2,2012,28650.269,23.675,143.28,1.5
19,'Uttar Pradesh',174,2,2012,28727.315,23.675,143.28,1.5
19,'Uttar Pradesh',163,2,2014,105555.451,23.8,129.28,1.5
16,Punjab,249,0,2013,112101.749,15.305,19.4,1.5
2,Orissa,125,2,2012,32596.636,23.675,288.33,1.50229
6,'Uttar Pradesh',165,1,2012,25507.8,22.51,138.83,1.50366
19,'Tamil Nadu',138,1,2013,28165.088,23.0075,98.7,1.50398
5,Orissa,133,2,2014,59255.5,23.8,313.95,1.50423
10,'Madhya Pradesh',74,0,2012,31604.7,14.92,1.55,1.50472
2,'Madhya Pradesh',94,1,2013,28949.7,23.0075,271.33,1.50937
10,'Madhya Pradesh',76,0,2012,31604.7,14.92,1.55,1.5094
2,Orissa,119,2,2013,25118.315,23.605,278.9,1.51053
5,'Uttar Pradesh',198,1,2012,31503.138,22.51,138.83,1.51058
10,'Andhra Pradesh',3,0,2012,37350.5,14.92,10.08,1.51087
10,'Madhya Pradesh',79,0,2013,28134.6,15.305,10.93,1.51114
8,'Madhya Pradesh',99,1,2013,22944.2,23.0075,271.33,1.51121
8,'Uttar Pradesh',157,1,2013,48366.532,23.0075,162.93,1.51123
18,Gujarat,34,1,2012,25431.4,22.51,169.85,1.51128
7,'Andhra Pradesh',3,1,2012,70609.5,22.51,207.4,1.51179
5,Orissa,123,2,2013,47374.9,23.605,278.9,1.512
16,Gujarat,35,0,2012,30352.1,14.92,0.03,1.5122
5,'Uttar Pradesh',165,1,2012,17076.87,22.51,138.83,1.51264
20,'Madhya Pradesh',69,1,2013,30736.92,23.0075,271.33,1.51338
2,Orissa,122,2,2014,28094.263,23.8,313.95,1.51429
10,Gujarat,43,0,2012,22028.815,14.92,0.03,1.51429
6,'Uttar Pradesh',178,1,2013,28966.2,23.0075,162.93,1.51443
10,'Andhra Pradesh',5,0,2012,37350.5,14.92,10.08,1.5152
8,'Telangana ',8,1,2012,20214.316,22.51,204.05,1.51562
9,'Andhra Pradesh',218,0,2012,35543.7,14.92,10.08,1.51754
5,Orissa,129,2,2014,59255.5,23.8,313.95,1.51801
16,'Uttar Pradesh',192,0,2014,41477.3,15.065,24.25,1.5185
8,'Uttar Pradesh',169,1,2013,41957.363,23.0075,162.93,1.51852
16,'Uttar Pradesh',191,0,2012,31253,14.92,6.4,1.51922
2,Orissa,123,1,2013,22955.978,23.0075,308.5,1.51947
8,'Madhya Pradesh',69,1,2012,20141.2,22.51,244.2,1.51976
5,'Uttar Pradesh',169,1,2014,42082.269,22.7575,136,1.52113
5,Orissa,238,0,2014,59255.5,15.065,10.9,1.525
5,'Madhya Pradesh',100,1,2012,26041.372,22.51,244.2,1.525
5,'Madhya Pradesh',79,1,2014,26435.975,22.7575,187,1.52536
18,Gujarat,38,1,2012,25431.4,22.51,169.85,1.52683
5,'Madhya Pradesh',97,1,2012,27323.069,22.51,244.2,1.52688
5,'Andhra Pradesh',6,0,2012,81695.3,14.92,10.08,1.52701
5,Orissa,128,0,2013,47374.9,15.305,3.3,1.52736
2,'Madhya Pradesh',103,1,2014,34791.8,22.7575,187,1.52762
5,Orissa,128,2,2012,50958.9,23.675,288.33,1.52857
2,Orissa,125,1,2014,36680.996,22.7575,318.85,1.52858
6,Haryana,52,1,2012,30450.3,22.51,89.45,1.52866
11,'Madhya Pradesh',65,0,2013,37504.7,15.305,10.93,1.52946
5,'Madhya Pradesh',107,1,2013,16733.523,23.0075,271.33,1.53001
2,'Tamil Nadu',135,1,2013,67542.8,23.0075,98.7,1.53002
2,Uttarakhand,208,1,2013,86137.085,23.0075,228.3,1.53008
6,'Uttar Pradesh',173,1,2013,28966.2,23.0075,162.93,1.5307
6,'Uttar Pradesh',178,1,2012,25507.8,22.51,138.83,1.53157
16,Haryana,223,0,2012,45129.3,14.92,3,1.53198
11,Chhattisgarh,23,0,2012,16792.915,14.92,11.88,1.5327
5,'Madhya Pradesh',67,1,2013,29081.05,23.0075,271.33,1.53295
20,'Madhya Pradesh',105,1,2014,33752.659,22.7575,187,1.53434
11,'Uttar Pradesh',184,0,2014,51080.6,15.065,24.25,1.53461
2,Orissa,132,0,2014,33003.823,15.065,10.9,1.53571
6,'Uttar Pradesh',168,1,2012,25507.8,22.51,138.83,1.53656
11,'Jammu and Kashmir ',55,0,2014,16770.074,15.065,73.8,1.53662
9,Uttarakhand,209,1,2013,21800.8,23.0075,228.3,1.5367
10,'Madhya Pradesh',93,0,2013,28134.6,15.305,10.93,1.53784
2,'Madhya Pradesh',95,1,2013,28949.7,23.0075,271.33,1.53786
10,'Uttar Pradesh',171,0,2012,30678.6,14.92,6.4,1.53812
10,'Uttar Pradesh',185,0,2012,30678.6,14.92,6.4,1.53832
11,'Arunachal Pradesh',15,0,2013,20397.846,15.305,47.18,1.53846
10,'Uttar Pradesh',173,0,2012,30678.6,14.92,6.4,1.53857
6,'Uttar Pradesh',192,1,2014,33693,22.7575,136,1.54001
9,Uttarakhand,210,1,2013,21800.8,23.0075,228.3,1.54315
10,'Madhya Pradesh',84,0,2013,28134.6,15.305,10.93,1.54335
2,Orissa,124,0,2014,31940.167,15.065,10.9,1.54444
2,Uttarakhand,211,2,2012,97196.441,23.675,268.3,1.54545
6,'Madhya Pradesh',69,1,2012,30778.604,22.51,244.2,1.548
2,'Madhya Pradesh',85,1,2014,34791.8,22.7575,187,1.54877
16,'Madhya Pradesh',79,0,2012,32520.6,14.92,1.55,1.55187
11,'Madhya Pradesh',106,0,2012,37119.9,14.92,1.55,1.5521
8,'Uttar Pradesh',186,1,2012,28058.865,22.51,138.83,1.5526
11,Uttarakhand,215,0,2013,32226.7,15.305,71.78,1.55355
10,'Madhya Pradesh',85,0,2012,31604.7,14.92,1.55,1.5537
2,'Uttar Pradesh',200,1,2014,28770.5,22.7575,136,1.55446
5,'Madhya Pradesh',108,1,2012,24983.402,22.51,244.2,1.55556
19,'Uttar Pradesh',171,2,2014,110248.813,23.8,129.28,1.55556
10,'Uttar Pradesh',191,0,2012,30678.6,14.92,6.4,1.55569
2,Meghalaya,236,1,2012,113166.645,22.51,336.13,1.55611
10,'Uttar Pradesh',175,0,2012,30678.6,14.92,6.4,1.55641
6,'Madhya Pradesh',82,1,2013,16743.142,23.0075,271.33,1.55738
2,'Uttar Pradesh',196,1,2014,28770.5,22.7575,136,1.55769
5,Orissa,124,0,2013,47374.9,15.305,3.3,1.5589
2,Chhattisgarh,30,1,2012,20513.433,22.51,284.48,1.55894
2,'Uttar Pradesh',206,1,2014,28770.5,22.7575,136,1.559
2,Chhattisgarh,26,1,2012,20281.137,22.51,284.48,1.55919
10,'Uttar Pradesh',206,0,2012,30678.6,14.92,6.4,1.56012
16,Gujarat,41,0,2012,30352.1,14.92,0.03,1.5605
10,'Uttar Pradesh',155,0,2012,30678.6,14.92,6.4,1.56101
8,'Madhya Pradesh',107,1,2013,22944.2,23.0075,271.33,1.56412
2,Orissa,128,1,2014,36482.689,22.7575,318.85,1.56555
6,'Uttar Pradesh',183,1,2012,25507.8,22.51,138.83,1.56772
2,Orissa,133,1,2013,22955.45,23.0075,308.5,1.56864
7,'Madhya Pradesh',84,1,2014,76832,22.7575,187,1.57
5,Orissa,1,2,2012,50958.9,23.675,288.33,1.57059
16,Gujarat,32,0,2012,30352.1,14.92,0.03,1.57143
19,'Uttar Pradesh',193,2,2014,77081.462,23.8,129.28,1.57143
5,'Tamil Nadu',134,1,2013,73352,23.0075,98.7,1.57324
2,'Uttar Pradesh',183,1,2014,28770.5,22.7575,136,1.57601
5,Gujarat,44,1,2012,48014.6,22.51,169.85,1.57692
2,'Uttar Pradesh',167,1,2014,28770.5,22.7575,136,1.57692
7,'Madhya Pradesh',68,1,2013,0,23.0075,271.33,1.57812
11,Uttarakhand,209,0,2013,32226.7,15.305,71.78,1.57947
18,'Uttar Pradesh',205,1,2012,42500.5,22.51,138.83,1.57979
6,'Uttar Pradesh',207,1,2012,25507.8,22.51,138.83,1.58189
16,Haryana,230,0,2012,45129.3,14.92,3,1.5819
5,Orissa,131,2,2012,50958.9,23.675,288.33,1.58207
8,'Madhya Pradesh',94,1,2013,22944.2,23.0075,271.33,1.58255
2,'Uttar Pradesh',178,1,2014,28770.5,22.7575,136,1.58347
8,'Uttar Pradesh',174,1,2013,33789.713,23.0075,162.93,1.58376
6,'Madhya Pradesh',105,1,2013,16950.421,23.0075,271.33,1.58451
16,Haryana,227,0,2012,45129.3,14.92,3,1.58479
8,'Tamil Nadu',150,1,2012,21895.3,22.51,116.15,1.58571
5,Orissa,126,2,2012,50958.9,23.675,288.33,1.58581
9,'Andhra Pradesh',11,0,2012,35543.7,14.92,10.08,1.58763
16,Haryana,221,0,2013,46389.7,15.305,20.18,1.58796
5,Orissa,127,2,2013,47374.9,23.605,278.9,1.588
2,'Uttar Pradesh',168,1,2014,28770.5,22.7575,136,1.58824
19,'Uttar Pradesh',160,2,2014,105770.053,23.8,129.28,1.58824
5,'Telangana ',4,0,2012,20079.832,14.92,1.73,1.59186
10,'Madhya Pradesh',105,0,2013,28134.6,15.305,10.93,1.59307
19,'Uttar Pradesh',198,2,2014,77081.462,23.8,129.28,1.59524
16,Haryana,233,0,2013,46389.7,15.305,20.18,1.59584
5,'Madhya Pradesh',74,1,2012,21717.744,22.51,244.2,1.59639
16,'Uttar Pradesh',191,0,2014,41477.3,15.065,24.25,1.59747
5,'Uttar Pradesh',169,1,2013,43097.877,23.0075,162.93,1.59898
6,'Tamil Nadu',151,0,2012,29781.6,14.92,4.9,1.59916
10,'Madhya Pradesh',83,0,2013,28134.6,15.305,10.93,1.59924
16,Gujarat,36,0,2012,30352.1,14.92,0.03,1.6
16,Gujarat,47,0,2012,30352.1,14.92,0.03,1.6
2,'Madhya Pradesh',93,1,2013,28949.7,23.0075,271.33,1.6
8,'Tamil Nadu',150,0,2012,21895.3,14.92,4.9,1.6
2,Orissa,124,0,2013,21984.432,15.305,3.3,1.6
11,'Arunachal Pradesh',15,0,2012,20347.461,14.92,63.5,1.6
20,'Madhya Pradesh',80,1,2013,30736.92,23.0075,271.33,1.6
19,'Uttar Pradesh',156,2,2014,98535.52,23.8,129.28,1.6
19,'Uttar Pradesh',162,2,2014,105555.451,23.8,129.28,1.6
19,'Uttar Pradesh',173,2,2014,111357.189,23.8,129.28,1.6
19,'Uttar Pradesh',202,2,2014,77081.462,23.8,129.28,1.6
19,Punjab,246,0,2013,79277.071,15.305,19.4,1.6
19,'Uttar Pradesh',181,2,2014,123151.165,23.8,129.28,1.60041
19,'Uttar Pradesh',175,2,2014,110248.813,23.8,129.28,1.60078
8,'Uttar Pradesh',204,1,2014,28901.682,22.7575,136,1.60079
16,'Uttar Pradesh',171,0,2012,31253,14.92,6.4,1.60115
19,'Uttar Pradesh',184,2,2014,122521.276,23.8,129.28,1.60215
19,'Uttar Pradesh',188,2,2014,77081.462,23.8,129.28,1.60248
19,'Uttar Pradesh',185,2,2014,77081.462,23.8,129.28,1.60415
19,'Uttar Pradesh',206,2,2014,77081.462,23.8,129.28,1.60465
19,'Uttar Pradesh',255,2,2014,77081.462,23.8,129.28,1.60526
19,'Uttar Pradesh',180,2,2014,80125.721,23.8,129.28,1.60606
11,'Jammu and Kashmir ',60,0,2014,16767.069,15.065,73.8,1.60642
19,'Uttar Pradesh',165,2,2014,110248.813,23.8,129.28,1.6087
19,'Uttar Pradesh',178,2,2014,111807.484,23.8,129.28,1.6087
6,'Uttar Pradesh',204,1,2014,33693,22.7575,136,1.60989
2,Gujarat,38,0,2012,34388.4,14.92,0.03,1.61074
19,'Uttar Pradesh',183,2,2014,123151.165,23.8,129.28,1.61111
6,'Madhya Pradesh',82,1,2012,24674.974,22.51,244.2,1.6125
11,'Madhya Pradesh',81,0,2014,43954.6,15.065,20.1,1.61271
19,'Uttar Pradesh',161,2,2014,106258.733,23.8,129.28,1.6129
19,Chhattisgarh,161,2,2014,77081.462,23.8,275.5,1.6129
11,Chhattisgarh,25,0,2012,16671.858,14.92,11.88,1.61399
5,Orissa,124,0,2012,50958.9,14.92,14.6,1.614
18,'Uttar Pradesh',156,1,2014,40712.6,22.7575,136,1.61496
19,'Uttar Pradesh',205,2,2014,77081.462,23.8,129.28,1.61538
10,Haryana,230,0,2013,26852.3,15.305,20.18,1.61551
19,'Tamil Nadu',151,1,2013,28440.101,23.0075,98.7,1.61644
11,Orissa,126,2,2012,21749.258,23.675,288.33,1.61667
8,'Madhya Pradesh',85,1,2012,20141.2,22.51,244.2,1.61844
5,'Tamil Nadu',140,1,2012,60949.5,22.51,116.15,1.61888
2,Orissa,121,0,2014,32510.645,15.065,10.9,1.62
8,'Tamil Nadu',140,1,2012,21895.3,22.51,116.15,1.62042
2,'Tamil Nadu',135,1,2012,65043.5,22.51,116.15,1.62077
5,'Telangana ',7,0,2012,20079.832,14.92,1.73,1.62101
8,'Madhya Pradesh',90,1,2014,28541.2,22.7575,187,1.62105
2,Orissa,131,1,2013,22955.45,23.0075,308.5,1.62321
8,'Uttar Pradesh',204,1,2012,37513.591,22.51,138.83,1.62382
2,'Uttar Pradesh',167,2,2012,31987.3,23.675,143.28,1.625
5,'Madhya Pradesh',87,1,2014,33199.934,22.7575,187,1.62658
5,Orissa,127,2,2012,50958.9,23.675,288.33,1.62802
2,Orissa,124,0,2012,25152.43,14.92,14.6,1.62857
19,Punjab,243,0,2013,72273.265,15.305,19.4,1.62857
10,'Madhya Pradesh',95,0,2013,28134.6,15.305,10.93,1.62882
20,'Madhya Pradesh',96,1,2013,35278.028,23.0075,271.33,1.62937
10,Haryana,221,0,2013,26852.3,15.305,20.18,1.63132
16,Haryana,49,0,2013,46389.7,15.305,20.18,1.6318
8,'Madhya Pradesh',87,1,2012,20141.2,22.51,244.2,1.63264
16,Gujarat,46,0,2012,30352.1,14.92,0.03,1.63386
2,'Uttar Pradesh',201,2,2012,31987.3,23.675,143.28,1.63636
5,'Madhya Pradesh',82,1,2012,29829.632,22.51,244.2,1.63636
19,'Uttar Pradesh',191,2,2014,77081.462,23.8,129.28,1.63636
